"";"DisNo.";"Historic";"Classification Key";"Disaster Group";"Disaster Subgroup";"Disaster Type";"Disaster Subtype";"External IDs";"Event Name";"ISO";"Country";"Subregion";"Region";"Location";"Origin";"Associated Types";"OFDA Response";"Appeal";"Declaration";"AID Contribution ('000 US$)";"Magnitude";"Magnitude Scale";"Latitude";"Longitude";"River Basin";"Start Year";"Start Month";"Start Day";"End Year";"End Month";"End Day";"Total Deaths";"No. Injured";"No. Affected";"No. Homeless";"Total Affected";"Reconstruction Costs ('000 US$)";"Reconstruction Costs, Adjusted ('000 US$)";"Insured Damage ('000 US$)";"Insured Damage, Adjusted ('000 US$)";"Total Damage ('000 US$)";"Total Damage, Adjusted ('000 US$)";"CPI";"Admin Units";"Entry Date";"Last Update"
"96";"2014-0132-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Sichuan Sheng, Chongqing Shi, Anhui Sheng, Hubei Sheng, Guizhou Sheng provinces";"Days of rains and hails";NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;4;16;2014;4;20;3;NA;1e+05;NA;1e+05;NA;NA;NA;NA;156000;192848;80,8926237222027;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]";"2014-05-09";"2023-09-25"
"97";"2014-0133-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Xinjiang Uygur Zizhiqu, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Jiangxi Sheng, Qinghai Sheng provinces";NA;"Flood|Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;4;22;2014;4;28;9;NA;25000;NA;25000;NA;NA;NA;NA;456000;563710;80,8926237222027;"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]";"2014-05-09";"2023-09-25"
"98";"2014-0213-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Hagibis";"CHN";"China";"Eastern Asia";"Asia";"Shantou district (Guangdong Sheng province), Fujian Sheng province";NA;"Flood";"No";"No";"No";NA;80;"Kph";NA;NA;NA;2014;6;14;2014;6;16;NA;NA;5000;NA;5000;NA;NA;NA;NA;131000;161943;80,8926237222027;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm2_code"":13032,""adm2_name"":""Shantou""}]";"2014-07-15";"2023-09-25"
"99";"2014-0214-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Anhui Sheng, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Liaoning Sheng, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Xinjiang Uygur Zizhiqu, Yunnan Sheng, Zhejiang Sheng provinces";"Heavy monsoonal rain";"Flood|Slide (land, mud, snow, rock)";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;6;17;2014;6;21;11;NA;NA;25000;25000;NA;NA;NA;NA;94000;116203;80,8926237222027;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2014-07-15";"2023-09-25"
"100";"2014-0227-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2014-000092";"Typhoon Rammasun (Glenda)";"CHN";"China";"Eastern Asia";"Asia";"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng provinces";NA;"Flood|Slide (land, mud, snow, rock)";"No";"No";"No";NA;200;"Kph";NA;NA;NA;2014;7;18;2014;7;19;71;99;9960000;NA;9960099;NA;NA;NA;NA;4232973;5232829;80,8926237222027;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2014-07-22";"2023-09-25"
"101";"2014-0240-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Henry (Matmo)";"CHN";"China";"Eastern Asia";"Asia";"Fujian Sheng, Jiangxi Sheng, Shandong Sheng provinces";NA;NA;"No";"No";"No";NA;120;"Kph";NA;NA;NA;2014;7;22;2014;7;24;14;NA;NA;NA;NA;NA;NA;NA;NA;5e+05;618103;80,8926237222027;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]";"2014-08-28";"2023-09-25"
"102";"2014-0269-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Shaanxi Sheng, Shanxi Sheng, Guizhou Sheng, Heilongjiang Sheng provinces";NA;"Flood|Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;7;19;2014;7;20;5;NA;25000;25000;50000;NA;NA;NA;NA;274000;338721;80,8926237222027;"[{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""}]";"2014-08-28";"2023-09-25"
"103";"2014-0390-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Kalmaegi (Luis)";"CHN";"China";"Eastern Asia";"Asia";"Hainan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu provinces";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;9;10;2014;9;16;9;NA;394000;NA;394000;NA;NA;NA;NA;2900000;3584999;80,8926237222027;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2014-10-10";"2023-09-25"
"104";"2014-0519-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Heilongjiang Sheng, Jilin Sheng, Nei Mongol Zizhiqu provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;12;2;2014;12;9;NA;NA;NA;3000;3000;NA;NA;NA;NA;315000;389405;80,8926237222027;"[{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""}]";"2015-01-14";"2023-09-25"
"105";"2014-0552-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Anhui Sheng, Beijing Shi, Chongqing Shi, Fujian Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Shanghai Shi, Shanxi Sheng, Sichuan Sheng, Tianjin Shi, Xinjiang Uygur Zizhiqu, Xizang Zizhiqu, Yunnan Sheng, Zhejiang Sheng provinces";NA;"Cold wave";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;4;7;2014;4;16;128;NA;NA;NA;NA;NA;NA;NA;NA;1e+05;123621;80,8926237222027;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":899,""adm1_name"":""Beijing Shi""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":922,""adm1_name"":""Shanghai Shi""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":926,""adm1_name"":""Tianjin Shi""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""},{""adm1_code"":928,""adm1_name"":""Xizang Zizhiqu""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2015-03-27";"2023-09-25"
"106";"2014-0555-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Xishui Xian (Zunyi district, Guizhou Sheng province)";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2014;8;10;2014;8;11;20;NA;NA;NA;NA;NA;NA;NA;NA;31000;38322;80,8926237222027;"[{""adm2_code"":13065,""adm2_name"":""Zunyi""}]";"2015-03-30";"2023-09-25"
"107";"2015-0105-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"GLIDE:TC-2015-000028";"Typhoon' Maysak'";"CHN";"China";"Eastern Asia";"Asia";"Hunan Sheng, Jiangxi Sheng provinces";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;4;4;2015;4;15;6;NA;12000;NA;12000;NA;NA;NA;NA;209000;258061;80,9885789905908;"[{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""}]";"2015-09-01";"2023-09-25"
"108";"2015-0131-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Guizhou Sheng, Henan Sheng, Shanxi Sheng, Jiangxi Sheng, Chongqing Shi, Sichuan Sheng, Shaanxi Sheng provinces";NA;"Flood|Lightening";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;3;24;2015;3;25;34;148;5000;NA;5148;NA;NA;NA;NA;225000;277817;80,9885789905908;"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]";"2015-04-09";"2023-09-25"
"109";"2015-0132-CHN";"No";"nat-met-sto-bli";"Natural";"Meteorological";"Storm";"Blizzard/Winter storm";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Xinjiang Uygur Zizhiqu, Xizang Zizhiqu provinces";NA;"Cold wave";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;3;29;2015;3;31;NA;NA;5000;NA;5000;NA;NA;NA;NA;108000;133352;80,9885789905908;"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""},{""adm1_code"":928,""adm1_name"":""Xizang Zizhiqu""}]";"2015-04-09";"2023-09-25"
"110";"2015-0160-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Sichuan Sheng province";NA;NA;"No";"No";"No";NA;139;"Kph";NA;NA;NA;2015;4;4;2015;4;5;7;37;NA;2500;2537;NA;NA;NA;NA;20000;24695;80,9885789905908;"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]";"2015-05-19";"2023-09-25"
"111";"2015-0162-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu provinces";NA;"Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;4;6;2015;4;9;1;NA;25000;NA;25000;NA;NA;NA;NA;130000;160516;80,9885789905908;"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2015-05-20";"2023-09-25"
"112";"2015-0163-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Guizhou Sheng, Shanxi Sheng, Shaanxi Sheng, Gansu Sheng provinces";NA;"Flood|Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;4;19;2015;4;21;2;NA;10000;NA;10000;NA;NA;NA;NA;250000;308685;80,9885789905908;"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""}]";"2015-05-20";"2023-09-25"
"113";"2015-0214-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Yunnan Sheng, Sichuan Sheng, Guizhou Sheng, Guangxi Zhuangzu Zizhiqu, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Anhui Sheng, Hubei Sheng, Shandong Sheng provinces";NA;"Hail|Lightening";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;5;7;2015;5;12;7;NA;76200;3600;79800;NA;NA;NA;NA;461000;569216;80,9885789905908;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2015-06-05";"2023-09-25"
"114";"2015-0244-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Chan-Home";"CHN";"China";"Eastern Asia";"Asia";"Zhejiang Sheng province";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;7;11;2015;7;12;NA;NA;10800;3000;13800;NA;NA;NA;NA;940000;1160657;80,9885789905908;"[{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2015-07-14";"2023-09-25"
"115";"2015-0251-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Gansu Sheng, Heilongjiang Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng provinces";NA;"Hail|Lightening";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;6;21;2015;6;23;NA;NA;300;NA;300;NA;NA;NA;NA;145000;179038;80,9885789905908;"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":908,""adm1_name"":""Heilongjiang Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""}]";"2015-07-15";"2023-09-25"
"116";"2015-0252-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";"DFO:4268";"Tropical storm Kujira";"CHN";"China";"Eastern Asia";"Asia";"Hainan Sheng province";NA;"Flood";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;6;22;2015;6;22;NA;NA;193000;NA;193000;NA;NA;NA;NA;11000;13582;80,9885789905908;"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2015-07-15";"2023-09-25"
"117";"2015-0278-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Tropical cyclone Linfa (Egay)";"CHN";"China";"Eastern Asia";"Asia";"Guangdong Sheng province";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;7;9;2015;7;9;NA;NA;56000;NA;56000;NA;NA;NA;NA;213000;263000;80,9885789905908;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""}]";"2015-07-23";"2023-09-25"
"118";"2015-0334-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Gansu Sheng, Hebei Sheng, Henan Sheng, Nei Mongol Zizhiqu, Hubei Sheng, Shaanxi Sheng provinces";NA;"Lightening";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;7;13;2015;7;14;6;NA;110000;NA;110000;NA;NA;NA;NA;85000;104953;80,9885789905908;"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":917,""adm1_name"":""Nei Mongol Zizhiqu""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""}]";"2015-08-10";"2023-09-25"
"119";"2015-0339-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon 'Soudelor' (Hanna)";"CHN";"China";"Eastern Asia";"Asia";"Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Anhui Sheng provinces";NA;"Flood";"No";"No";"No";NA;230;"Kph";NA;NA;NA;2015;8;9;2015;8;9;18;NA;1580000;NA;1580000;NA;NA;NA;NA;1282690;1583791;80,9885789905908;"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2015-08-10";"2023-09-25"
"120";"2015-0458-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Dujuan";"CHN";"China";"Eastern Asia";"Asia";"Fujian Sheng, Zhejiang Sheng provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;9;28;2015;9;28;NA;NA;NA;NA;NA;NA;NA;79000;97545;661000;816164;80,9885789905908;"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]";"2015-10-13";"2023-09-25"
"121";"2015-0490-CHN";"No";"nat-met-sto-tro";"Natural";"Meteorological";"Storm";"Tropical cyclone";NA;"Typhoon Mujigae";"CHN";"China";"Eastern Asia";"Asia";"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;10;4;2015;10;4;20;NA;52500;25800;78300;NA;NA;NA;NA;4200000;5185916;80,9885789905908;"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]";"2015-11-09";"2023-09-25"
"122";"2015-0491-CHN";"No";"nat-met-sto-sev";"Natural";"Meteorological";"Storm";"Severe weather";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Yunnan Sheng province";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2015;10;6;2015;10;11;14;NA;14700;900;15600;NA;NA;NA;NA;43000;53094;80,9885789905908;"[{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]";"2015-11-09";"2023-09-25"
"123";"2016-0140-CHN";"No";"nat-met-sto-lig";"Natural";"Meteorological";"Storm";"Lightning/Thunderstorms";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Hubei Sheng, Henan Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Shandong Sheng provinces";NA;"Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;4;24;2016;4;27;NA;49;6000;NA;6049;NA;NA;NA;NA;202000;246310;82,010330903136;"[{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":921,""adm1_name"":""Shandong Sheng""}]";"2016-05-10";"2023-09-25"
"124";"2016-0209-CHN";"No";"nat-met-sto-tor";"Natural";"Meteorological";"Storm";"Tornado";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Jiangsu Sheng, Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces";NA;NA;"No";"No";"No";NA;125;"Kph";NA;NA;NA;2016;6;24;2016;6;24;102;1000;45000;NA;46000;NA;NA;NA;NA;302000;368246;82,010330903136;"[{""adm1_code"":899,""adm1_name"":""Beijing Shi""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]";"2016-07-06";"2023-09-25"
"125";"2016-0230-CHN";"No";"nat-met-sto-sto";"Natural";"Meteorological";"Storm";"Storm (General)";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Shanxi Sheng, Henan Sheng, Hebei Sheng, Hubei Sheng, Sichuan Sheng, Shanxi Sheng, Jilin Sheng, Gansu Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces";NA;"Hail";"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;6;2;2016;6;8;12;NA;150000;NA;150000;NA;NA;NA;NA;768000;936467;82,010330903136;"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":906,""adm1_name"":""Hainan Sheng""},{""adm1_code"":907,""adm1_name"":""Hebei Sheng""},{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":920,""adm1_name"":""Shaanxi Sheng""},{""adm1_code"":923,""adm1_name"":""Shanxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]";"2016-07-12";"2023-09-25"
"126";"2016-0235-CHN";"No";"nat-met-sto-sto";"Natural";"Meteorological";"Storm";"Storm (General)";NA;NA;"CHN";"China";"Eastern Asia";"Asia";"Yancheng city (Jiangsu Sheng province), Xinjinag Uygur Zizhiqu, Jilin Sheng, Liaoning Sheng, Beijing Shi provinces";NA;NA;"No";"No";"No";NA;NA;"Kph";NA;NA;NA;2016;6;16;2016;6;23;99;846;45000;NA;45846;NA;NA;NA;NA;5e+05;609679;82,010330903136;"[{""adm1_code"":899,""adm1_name"":""Beijing Shi""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":915,""adm1_name"":""Jilin Sheng""},{""adm1_code"":916,""adm1_name"":""Liaoning Sheng""},{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]";"2016-07-13";"2023-09-25"
